src_id,dst_id,weight
8944,8536,5.0
8944,8739,1.0
8944,8740,6.0
8944,8741,5.0
8944,8742,3.0
8944,8942,1.0
8944,8944,2.0
8944,8945,7.0
8944,8946,5.0
8944,8947,2.0
8944,9150,2.0
8944,9151,4.0
8944,9356,2.0
8944,9357,3.0
8944,9358,2.0
8944,9556,1.0
8944,9560,7.0
8944,9561,2.0
8944,9562,2.0
8944,9563,1.0
8944,9762,1.0
8944,9766,6.0
8944,9976,5.0
9543,8102,1.0
9543,9543,2.0
9543,9544,2.0
9543,9749,1.0
9543,9750,1.0
9749,8100,1.0
9749,8306,1.0
9749,8309,4.0
9749,8513,2.0
9749,8514,1.0
9749,8515,1.0
9749,8718,3.0
9749,8720,1.0
9749,8721,1.0
9749,8722,1.0
9749,9132,1.0
9749,9136,1.0
9749,9337,1.0
9749,9339,1.0
9749,9342,2.0
9749,9543,6.0
9749,9544,1.0
9749,9749,8.0
9749,9750,3.0
9749,9751,1.0
9749,9752,1.0
9749,9955,1.0
9749,9956,3.0
9749,9957,1.0
9137,8310,1.0
9137,8313,1.0
9137,8314,2.0
9137,8518,2.0
9137,8520,2.0
9137,8521,2.0
9137,8721,1.0
9137,8724,1.0
9137,8931,1.0
9137,8932,4.0
9137,8933,3.0
9137,9132,3.0
9137,9136,2.0
9137,9137,6.0
9137,9138,6.0
9137,9338,3.0
9137,9339,7.0
9137,9342,1.0
9137,9344,2.0
9137,9550,2.0
9137,9551,2.0
9137,9958,1.0
9137,9959,1.0
9137,10375,1.0
9138,7903,1.0
9138,8314,1.0
9138,8520,1.0
9138,8727,2.0
9138,8931,1.0
9138,9137,1.0
9138,9138,4.0
9138,9344,5.0
9138,9550,4.0
9138,9554,1.0
9138,9959,1.0
9138,10579,1.0
9343,8310,1.0
9343,8314,2.0
9343,8518,3.0
9343,8519,7.0
9343,8520,5.0
9343,8522,1.0
9343,8721,2.0
9343,8725,3.0
9343,8727,3.0
9343,8927,1.0
9343,8931,9.0
9343,8932,7.0
9343,8933,3.0
9343,9132,2.0
9343,9133,2.0
9343,9136,3.0
9343,9137,16.0
9343,9138,22.0
9343,9142,3.0
9343,9143,1.0
9343,9339,2.0
9343,9341,1.0
9343,9342,8.0
9343,9343,1.0
9343,9344,10.0
9343,9345,1.0
9343,9348,1.0
9343,9543,1.0
9343,9545,2.0
9343,9549,1.0
9343,9550,12.0
9343,9554,1.0
9343,9751,1.0
9343,9752,1.0
9343,9956,3.0
9343,9959,1.0
9343,9966,1.0
9343,10162,1.0
9343,10165,1.0
9343,10374,1.0
9343,10579,1.0
9343,10785,2.0
9343,10786,1.0
8741,8739,1.0
8741,8743,1.0
8741,8946,1.0
9143,8113,1.0
9143,8116,1.0
9143,8322,1.0
9143,8323,1.0
9143,8525,1.0
9143,8528,2.0
9143,8529,1.0
9143,8530,1.0
9143,8734,2.0
9143,8735,2.0
9143,8736,1.0
9143,8937,2.0
9143,8938,4.0
9143,8939,3.0
9143,8940,1.0
9143,8941,3.0
9143,8943,1.0
9143,9137,1.0
9143,9138,2.0
9143,9142,1.0
9143,9143,3.0
9143,9144,1.0
9143,9146,6.0
9143,9147,1.0
9143,9344,1.0
9143,9345,2.0
9143,9348,4.0
9143,9349,3.0
9143,9350,4.0
9143,9550,2.0
9143,9554,5.0
9143,9555,2.0
9143,9556,2.0
9143,9557,1.0
9143,9558,2.0
9143,9559,1.0
9143,9966,1.0
9349,8525,1.0
9349,8727,1.0
9349,8733,1.0
9349,8734,6.0
9349,8736,1.0
9349,8932,1.0
9349,8933,1.0
9349,8934,1.0
9349,8936,1.0
9349,8937,11.0
9349,8938,2.0
9349,8939,1.0
9349,8940,5.0
9349,8941,1.0
9349,8942,1.0
9349,9138,3.0
9349,9141,1.0
9349,9142,6.0
9349,9143,2.0
9349,9144,3.0
9349,9145,1.0
9349,9146,6.0
9349,9147,1.0
9349,9148,1.0
9349,9344,2.0
9349,9348,14.0
9349,9349,7.0
9349,9350,16.0
9349,9352,1.0
9349,9550,2.0
9349,9551,1.0
9349,9554,5.0
9349,9555,9.0
9349,9556,4.0
9349,9557,6.0
9349,9558,10.0
9349,9559,2.0
9349,9560,5.0
9349,9760,1.0
9349,9761,10.0
9349,9762,2.0
9349,9764,1.0
9349,9765,1.0
9349,9966,2.0
9349,9968,1.0
9349,10378,1.0
9357,8529,1.0
9357,8534,1.0
9357,8941,1.0
9357,8944,1.0
9357,8946,2.0
9357,9149,1.0
9357,9150,1.0
9357,9155,1.0
9357,9357,2.0
9357,9358,1.0
9357,9359,2.0
9357,9361,3.0
9357,9362,1.0
9357,9561,1.0
9357,9978,1.0
9357,9980,1.0
9357,10185,1.0
9554,8937,1.0
9554,8940,1.0
9554,9141,1.0
9554,9142,4.0
9554,9144,1.0
9554,9145,1.0
9554,9146,2.0
9554,9348,8.0
9554,9349,1.0
9554,9350,5.0
9554,9550,2.0
9554,9554,2.0
9554,9555,5.0
9554,9556,1.0
9554,9557,1.0
9554,9558,1.0
9554,9559,1.0
9554,9762,4.0
9554,9966,3.0
9558,8734,1.0
9558,8937,1.0
9558,8946,3.0
9558,9145,1.0
9558,9146,1.0
9558,9348,1.0
9558,9349,2.0
9558,9350,1.0
9558,9356,1.0
9558,9556,2.0
9558,9558,1.0
9558,9560,1.0
9558,9561,1.0
9558,9766,3.0
9558,10588,1.0
9558,10589,1.0
9559,8734,1.0
9559,8945,1.0
9559,9143,1.0
9559,9146,1.0
9559,9151,1.0
9559,9348,1.0
9559,9358,1.0
9559,9555,2.0
9559,9556,1.0
9559,9557,1.0
9559,9558,2.0
9559,9762,2.0
9559,9765,1.0
9559,10383,2.0
9559,10587,2.0
9560,8322,1.0
9560,8938,1.0
9560,8941,1.0
9560,9143,1.0
9560,9147,1.0
9560,9150,1.0
9560,9765,1.0
9560,9766,2.0
9557,8734,3.0
9557,8941,3.0
9557,8942,2.0
9557,9142,1.0
9557,9143,2.0
9557,9145,1.0
9557,9146,2.0
9557,9149,1.0
9557,9348,1.0
9557,9350,4.0
9557,9555,2.0
9557,9558,2.0
9557,9559,2.0
9557,9560,2.0
9557,9764,1.0
9557,10379,3.0
9557,10381,1.0
9557,10382,2.0
9557,10383,1.0
9557,10384,1.0
9557,10582,1.0
9557,10583,1.0
9557,10584,3.0
9557,10585,2.0
9557,10587,1.0
9557,10590,1.0
8946,8534,1.0
8946,9359,1.0
8946,9361,1.0
8932,8314,1.0
8932,9344,1.0
8932,9345,1.0
8933,8309,3.0
8933,8311,1.0
8933,8518,1.0
8933,8520,1.0
8933,8721,1.0
8933,9137,1.0
8933,9138,1.0
8933,9344,1.0
8933,9550,1.0
8933,9751,1.0
8933,9964,1.0
8933,10374,1.0
8933,10579,1.0
9751,9544,1.0
10374,9136,1.0
10374,9342,1.0
10374,9344,1.0
10374,9550,1.0
10374,9959,3.0
10374,10167,1.0
10374,10168,1.0
10374,10371,1.0
10374,10373,3.0
10374,10374,10.0
10374,10376,1.0
10374,10377,3.0
10374,10579,8.0
10374,10580,7.0
10374,10581,1.0
10374,10582,4.0
10374,10583,6.0
10374,10584,1.0
10374,10783,2.0
10374,10784,3.0
10374,10785,8.0
10374,10786,6.0
10374,10787,1.0
10374,10788,2.0
10374,10790,3.0
10374,10988,1.0
10374,10989,2.0
10374,10991,4.0
10374,10992,4.0
10374,10993,1.0
10374,10994,1.0
10374,10995,4.0
10374,10996,1.0
10374,11196,1.0
10374,11198,2.0
10374,11199,2.0
10374,11202,1.0
10374,11405,1.0
10374,11406,3.0
10374,11613,1.0
10374,11814,1.0
10374,11815,2.0
10579,9343,1.0
10579,9344,1.0
10579,9550,1.0
10579,10168,1.0
10579,10371,2.0
10579,10373,10.0
10579,10374,15.0
10579,10375,1.0
10579,10376,1.0
10579,10576,5.0
10579,10577,1.0
10579,10579,30.0
10579,10580,8.0
10579,10581,3.0
10579,10582,2.0
10579,10583,2.0
10579,10584,1.0
10579,10782,3.0
10579,10783,9.0
10579,10784,8.0
10579,10785,24.0
10579,10786,19.0
10579,10787,2.0
10579,10788,1.0
10579,10989,1.0
10579,10990,7.0
10579,10991,9.0
10579,10992,6.0
10579,10993,4.0
10579,10994,1.0
10579,10996,1.0
10579,11195,2.0
10579,11197,2.0
10579,11198,4.0
10579,11199,1.0
10579,11201,2.0
10579,11403,1.0
10579,11404,1.0
10579,11405,1.0
10579,11608,1.0
10579,11609,1.0
10579,11813,1.0
10579,11815,1.0
8937,7910,1.0
8937,8322,1.0
8937,8324,1.0
8937,8734,1.0
8937,9142,1.0
8937,9145,1.0
8937,9348,1.0
8945,8529,1.0
8945,8532,1.0
8945,8534,1.0
8945,8739,1.0
8945,8740,4.0
8945,8742,1.0
8945,8940,1.0
8945,8944,5.0
8945,8945,4.0
8945,8946,3.0
8945,8947,3.0
8945,9150,1.0
9150,8117,1.0
9150,8739,4.0
9150,8740,3.0
9150,8742,1.0
9150,8941,1.0
9150,8942,1.0
9150,8945,1.0
9150,9147,1.0
9150,9148,1.0
9150,9150,4.0
9150,9151,2.0
9150,9153,1.0
9150,9156,1.0
9150,9354,1.0
9150,9357,1.0
9150,9361,1.0
9150,9560,1.0
9150,9561,1.0
9150,9562,1.0
9150,9766,2.0
9150,9767,2.0
9150,9976,2.0
8947,8324,2.0
8947,8326,1.0
8947,8327,2.0
8947,8529,3.0
8947,8534,4.0
8947,8535,1.0
8947,8536,6.0
8947,8734,2.0
8947,8735,1.0
8947,8736,1.0
8947,8739,5.0
8947,8740,9.0
8947,8741,4.0
8947,8742,8.0
8947,8940,2.0
8947,8941,5.0
8947,8942,3.0
8947,8943,1.0
8947,8944,9.0
8947,8945,12.0
8947,8946,11.0
8947,8947,11.0
8947,9145,1.0
8947,9146,6.0
8947,9147,5.0
8947,9149,8.0
8947,9150,7.0
8947,9151,2.0
8947,9152,3.0
8947,9356,1.0
8947,9357,2.0
8947,9358,3.0
8947,9359,1.0
8947,9360,1.0
8947,9361,2.0
8947,9556,1.0
8947,9558,4.0
8947,9559,1.0
8947,9560,12.0
8947,9561,6.0
8947,9562,2.0
8947,9765,2.0
8947,9766,7.0
8947,9767,2.0
8947,9770,3.0
8947,9975,1.0
8947,9976,9.0
8947,9977,1.0
8947,9978,3.0
8947,9979,2.0
8947,9980,2.0
8947,10180,1.0
8947,10181,1.0
8947,10182,1.0
8947,10184,3.0
8947,10185,2.0
9562,9147,1.0
9765,8529,1.0
9765,9762,1.0
9767,8322,1.0
9767,9976,1.0
9155,8534,2.0
9155,8741,1.0
9155,8946,1.0
9155,8947,1.0
9155,9357,1.0
9155,9558,1.0
9155,9562,1.0
9155,9766,1.0
9155,9976,1.0
9155,9979,1.0
9358,8323,1.0
9358,8327,1.0
9358,8532,1.0
9358,8534,1.0
9358,8535,1.0
9358,8536,1.0
9358,8734,1.0
9358,8741,2.0
9358,8941,2.0
9358,8943,1.0
9358,8944,2.0
9358,8945,1.0
9358,8946,5.0
9358,8947,2.0
9358,9147,1.0
9358,9148,1.0
9358,9150,1.0
9358,9151,1.0
9358,9152,1.0
9358,9153,1.0
9358,9357,1.0
9358,9358,2.0
9358,9359,2.0
9358,9361,1.0
9358,9560,1.0
9358,9561,1.0
9358,9562,2.0
9358,9563,1.0
9358,9766,2.0
9358,9770,3.0
9358,9771,1.0
9358,9972,1.0
9358,9975,1.0
9358,9976,4.0
9358,9977,2.0
9358,9978,1.0
9358,10183,1.0
9358,10184,2.0
9359,8743,1.0
9359,9149,1.0
9359,9358,1.0
9359,9359,1.0
9359,9976,1.0
9979,9976,1.0
9979,9978,1.0
9979,10185,1.0
9979,10186,1.0
9979,10802,1.0
10184,8534,2.0
10184,8741,1.0
10184,9357,2.0
10184,9362,1.0
10184,9765,1.0
10184,9770,1.0
10184,9971,1.0
10184,9976,4.0
10184,9979,1.0
10184,10184,1.0
10184,10185,2.0
10184,10186,1.0
10375,9550,1.0
10375,10166,1.0
10375,10167,1.0
10375,10168,1.0
10375,10170,2.0
10375,10372,4.0
10375,10373,8.0
10375,10374,10.0
10375,10375,3.0
10375,10376,10.0
10375,10377,3.0
10375,10380,1.0
10375,10578,3.0
10375,10579,7.0
10375,10580,9.0
10375,10581,6.0
10375,10582,17.0
10375,10583,8.0
10375,10585,1.0
10375,10783,1.0
10375,10784,3.0
10375,10785,8.0
10375,10786,6.0
10375,10787,15.0
10375,10788,10.0
10375,10789,3.0
10375,10790,2.0
10375,10791,4.0
10375,10991,1.0
10375,10992,4.0
10375,10993,2.0
10375,10994,11.0
10375,10995,8.0
10375,10996,1.0
10375,10997,1.0
10375,11198,4.0
10375,11199,1.0
10375,11200,2.0
10375,11201,2.0
10375,11610,1.0
10375,11612,1.0
10375,11614,1.0
9330,9123,1.0
9330,9333,2.0
9330,9746,1.0
9332,8922,1.0
9332,9123,1.0
9332,9129,1.0
9332,9332,2.0
9332,9333,5.0
9332,9534,1.0
9332,9535,1.0
9332,9537,1.0
9332,9539,2.0
9332,9746,1.0
9332,9948,1.0
9332,9952,1.0
9537,9332,1.0
9537,9535,2.0
9537,9537,2.0
9537,9538,1.0
9537,9539,2.0
9537,9743,1.0
9537,9746,1.0
9537,9747,1.0
9537,9948,1.0
9537,10153,1.0
9537,10154,1.0
9537,10155,1.0
9537,10360,2.0
9952,10363,1.0
9952,10776,1.0
9549,8515,1.0
9549,8726,1.0
9549,8932,1.0
9549,9138,1.0
9549,9543,1.0
9549,9750,1.0
9956,10163,1.0
10785,10168,1.0
10785,10368,2.0
10785,10369,1.0
10785,10372,1.0
10785,10373,7.0
10785,10374,5.0
10785,10375,2.0
10785,10376,2.0
10785,10377,2.0
10785,10576,3.0
10785,10577,3.0
10785,10579,25.0
10785,10580,5.0
10785,10581,3.0
10785,10582,1.0
10785,10584,1.0
10785,10780,3.0
10785,10782,1.0
10785,10783,16.0
10785,10784,20.0
10785,10785,37.0
10785,10786,11.0
10785,10787,6.0
10785,10788,4.0
10785,10789,3.0
10785,10790,3.0
10785,10987,1.0
10785,10988,3.0
10785,10989,3.0
10785,10990,8.0
10785,10991,15.0
10785,10992,7.0
10785,10993,11.0
10785,10994,1.0
10785,10995,2.0
10785,10996,3.0
10785,11193,3.0
10785,11195,1.0
10785,11196,7.0
10785,11197,2.0
10785,11198,10.0
10785,11199,2.0
10785,11200,2.0
10785,11201,2.0
10785,11202,3.0
10785,11400,2.0
10785,11401,1.0
10785,11402,1.0
10785,11406,3.0
10785,11407,1.0
10785,11607,2.0
10785,11608,3.0
10785,11609,4.0
10785,11610,2.0
10785,11611,1.0
10785,11612,1.0
10785,11613,1.0
10785,11813,6.0
10785,11814,1.0
10785,11815,3.0
10785,11816,5.0
10785,12021,2.0
10785,12022,2.0
10785,12023,1.0
10785,12229,1.0
10786,10168,1.0
10786,10169,1.0
10786,10373,1.0
10786,10374,6.0
10786,10377,3.0
10786,10578,1.0
10786,10579,6.0
10786,10580,6.0
10786,10581,4.0
10786,10582,5.0
10786,10583,5.0
10786,10585,2.0
10786,10780,1.0
10786,10783,4.0
10786,10784,3.0
10786,10785,6.0
10786,10786,6.0
10786,10787,2.0
10786,10788,2.0
10786,10791,1.0
10786,10990,2.0
10786,10991,4.0
10786,10992,3.0
10786,10993,5.0
10786,10994,4.0
10786,10995,1.0
10786,11194,1.0
10786,11197,2.0
10786,11198,5.0
10786,11200,1.0
10786,11201,1.0
10786,11202,1.0
10786,11401,2.0
10786,11402,1.0
10786,11404,2.0
10786,11406,4.0
10786,11607,2.0
10786,11608,1.0
10786,11609,1.0
10786,11611,2.0
10786,11612,2.0
10786,11815,1.0
10786,11817,1.0
10786,11818,1.0
9764,9142,2.0
9764,9348,1.0
9764,9349,1.0
9764,9350,2.0
9764,9357,2.0
9764,9555,2.0
9764,9556,1.0
9764,9558,1.0
9764,9561,1.0
9764,9762,1.0
9764,9766,2.0
9764,9971,1.0
9764,10383,3.0
9764,10589,1.0
9764,10590,1.0
9536,8093,1.0
9536,8299,2.0
9536,8303,2.0
9536,8505,1.0
9536,8917,4.0
9536,9123,4.0
9536,9124,1.0
9536,9328,1.0
9536,9331,3.0
9536,9332,12.0
9536,9333,5.0
9536,9535,8.0
9536,9536,7.0
9536,9537,11.0
9536,9538,5.0
9536,9539,1.0
9536,9741,5.0
9536,9742,6.0
9536,9743,3.0
9536,9746,5.0
9536,9747,2.0
9536,9946,1.0
9536,9947,7.0
9536,9948,10.0
9536,9949,7.0
9536,9950,7.0
9536,9952,1.0
9536,10153,1.0
9536,10154,1.0
9536,10156,1.0
9536,10357,1.0
9536,10359,5.0
9536,10360,2.0
9536,10361,5.0
9536,10362,1.0
9536,10364,1.0
9536,10565,2.0
9536,10566,3.0
9536,10568,1.0
9536,10572,2.0
9536,10776,1.0
9536,10978,2.0
9536,10982,1.0
9536,11188,1.0
9536,11189,1.0
9741,8918,1.0
9741,9123,1.0
9741,9332,3.0
9741,9333,1.0
9741,9535,1.0
9741,9536,3.0
9741,9537,1.0
9741,9539,1.0
9741,9740,5.0
9741,9741,1.0
9741,9745,1.0
9741,9946,2.0
9741,9948,2.0
9741,9949,3.0
9741,9950,1.0
9741,9951,1.0
9741,9952,1.0
9741,10361,1.0
9741,10362,1.0
9741,10773,1.0
9742,9536,1.0
9742,9741,1.0
9742,9745,1.0
9742,9947,3.0
9742,9948,5.0
9742,9949,1.0
9742,9950,1.0
9742,10153,2.0
9742,10156,1.0
9742,10362,1.0
9947,8917,1.0
9947,9332,2.0
9947,9535,2.0
9947,9536,2.0
9947,9537,4.0
9947,9740,5.0
9947,9741,3.0
9947,9742,4.0
9947,9946,2.0
9947,9947,10.0
9947,9948,8.0
9947,9949,4.0
9947,9950,2.0
9947,9952,1.0
9947,10152,1.0
9947,10153,2.0
9947,10155,1.0
9947,10360,1.0
9947,10565,1.0
9947,10566,1.0
9949,8095,1.0
9949,8299,2.0
9949,8303,1.0
9949,8508,1.0
9949,8509,2.0
9949,8510,1.0
9949,8917,2.0
9949,8922,1.0
9949,9123,2.0
9949,9124,2.0
9949,9328,3.0
9949,9331,1.0
9949,9332,24.0
9949,9333,18.0
9949,9535,8.0
9949,9536,10.0
9949,9537,18.0
9949,9538,3.0
9949,9539,7.0
9949,9540,1.0
9949,9543,4.0
9949,9739,1.0
9949,9740,5.0
9949,9741,1.0
9949,9742,4.0
9949,9743,10.0
9949,9744,1.0
9949,9745,4.0
9949,9746,9.0
9949,9747,10.0
9949,9749,3.0
9949,9947,2.0
9949,9948,25.0
9949,9949,8.0
9949,9950,18.0
9949,9951,13.0
9949,9952,4.0
9949,9954,1.0
9949,10152,2.0
9949,10153,3.0
9949,10155,5.0
9949,10156,3.0
9949,10157,4.0
9949,10358,3.0
9949,10359,2.0
9949,10360,16.0
9949,10361,13.0
9949,10362,6.0
9949,10363,6.0
9949,10364,4.0
9949,10366,1.0
9949,10367,1.0
9949,10564,1.0
9949,10565,2.0
9949,10566,9.0
9949,10567,2.0
9949,10568,3.0
9949,10569,4.0
9949,10570,2.0
9949,10571,2.0
9949,10771,3.0
9949,10772,2.0
9949,10773,8.0
9949,10776,2.0
9949,10777,3.0
9949,10778,2.0
9949,10978,1.0
9949,10981,4.0
9949,10982,2.0
9949,10983,2.0
9949,11187,1.0
9949,11188,1.0
9950,8299,2.0
9950,8303,2.0
9950,8509,1.0
9950,8917,1.0
9950,8918,2.0
9950,9328,1.0
9950,9332,9.0
9950,9333,10.0
9950,9334,2.0
9950,9337,1.0
9950,9535,3.0
9950,9536,5.0
9950,9537,9.0
9950,9538,4.0
9950,9539,3.0
9950,9540,2.0
9950,9543,2.0
9950,9741,1.0
9950,9742,1.0
9950,9743,4.0
9950,9745,4.0
9950,9746,10.0
9950,9747,7.0
9950,9946,1.0
9950,9948,13.0
9950,9949,9.0
9950,9950,10.0
9950,9951,14.0
9950,9952,4.0
9950,9954,1.0
9950,10153,1.0
9950,10154,1.0
9950,10155,2.0
9950,10156,4.0
9950,10157,1.0
9950,10162,1.0
9950,10357,1.0
9950,10360,9.0
9950,10361,5.0
9950,10362,3.0
9950,10363,1.0
